smiles, karl_weight
[*]C1=NC(=[*])C(=[*])N=C([*])C1=[*],44
[*]C1CC([*])C([*])([*])N1,31
[*]C1CN([*])C([*])([*])CC1=[*],37
[*]C1CC[NH+]([*])CCC[NH2+]1,50
[*]=C1C=CC(=[*])C(=[*])C(=[*])C1=[*],42
[*]C1CCN([*])C1[*],31
[*]C1([*])SCCS1,50
[*]C1=CC(=[*])C([*])=C([*])N1[*],37
[*]N1C2CCC1C(=[*])C(=[*])C2,49
[*]n1c(=[*])c(=[*])c(=[*])c1=[*],31
[*]C1CC(=[*])N([*])C(=[*])N1[*],38
[*]C1=CC([*])=NC(=[*])N1[*],38
[*]c1cncc([*])c1[*],37
[*]C1=NC([*])C([*])C1,31
[*]N([*])C#[*],13
[*]C1=NNC(=[*])C([*])C1,38
[*]C1=[NH+]CC(=[*])N1[*],32
[*]c1ccsc1[*],40
[*]N1CCCC([*])([*])C1=[*],37
[*]=C1NCCNC1=[*],38
[*]C1([*])COC([*])([*])OC1,40
[*]C1C(=[*])N([*])C([*])([*])C1[*],31
[*]C1=CCC([*])CC1,36
[*]OS[*],24
[*]C1([*])CCCC(=[*])C1=[*],36
[*]C[N-][*],13
[*]C1=CC=NC1=[*],31
[*]C([*])S,22
[*]C1CC([*])([*])C[NH+]1[*],31
[*]C1=C([*])S(=[*])(=[*])NC1=[*],41
[*]C1C=CCCC1[*],36
[*]=C1C=CC=C1,30
[*]N1CC(=[*])N([*])CC1=[*],38
[*]C1=[NH+]CC([*])([*])N1[*],32
[*]C1C(=[*])C([*])([*])C(=[*])CC1([*])[*],36
[*]N1C(=[*])SC(=[*])C1=[*],41
[*]C1([*])CCOC([*])([*])C1,38
[*]C1=CC(=[*])C([*])C([*])N1[*],37
[*]C1=CN=CC(=[*])N1[*],38
[*]C(=[*])[S-],22
[*]N1C2CCC1C([*])([*])C(=[*])C2,49
[*]C1C(=[*])C(=[*])N([*])C(=[*])C1=[*],37
[*]C1N=CC=N1,32
[*]C1([*])CNC(=[*])C(=[*])N1,38
[*]C1([*])CNC(=[*])C1,31
[*]C1=C([*])C([*])SC(=[*])C(=[*])N1,53
[*]=C1NC=NN1,33
[*]C1=NN=CC1[*],32
[*]C1C(=[*])C(=[*])C=NN1[*],38
[*]C1CCC(=[*])N1,31
[*]C1CC[NH+]([*])CC1[*],37
[*]C1([*])COC(=[*])O1,34
[*]C1N=NC=[NH+]1,33
[*]C1([*])SC(=[*])NC1=[*],41
[*]C1C(=[*])C2CCN1CC2,49
[*]C1NC([*])C([*])([*])S1,41
[*]C1OC(=[*])C(=[*])C(=[*])C(=[*])N1[*],45
[*]c1c[nH]cn1,32
[*]C1=NNC(=[*])N([*])C1,39
[*]C1CSC(=[*])N([*])C1,47
[*]C1=NCCS1,41
[*][NH+]1CCOC([*])([*])C1,39
[*]C1=C([*])CCCC1,36
[*]=C1CCCCCN1,43
[*]C1CCCN([*])C1,37
[*]C1C([*])N([*])C(=[*])CN1[*],38
[*]C1=NN([*])C([*])N1[*],33
[*]=c1ccc(=[*])o1,32
[*]N1C(=[*])C(=[*])C(=[*])C(=[*])S1(=[*])=[*],47
[*]C1CC([*])C([*])C([*])([*])C1[*],36
[*]N1CCOCCOCCOCC1,79
[*]C1CC(=[*])C(=[*])C([*])C1[*],36
[*]c1ccnc([*])c1,37
[*]c1nc(=[*])c(=[*])c(=[*])[n+]1=[*],38
[*]C1C2CC3C([*])C4([*])CC(C2C4[*])[N+]3([*])C1[*],73
[*]C1COC([*])[NH+]1[*],33
[*]C1=C([*])C([*])([*])[NH+]([*])CC1,37
[*]C1([*])CCC(=[*])C(=[*])C(=[*])N1,43
[*]c1cccn1[*],31
[*]C1CNC(=[*])CCN1[*],44
[*]N1CCCNC(=[*])C1=[*],44
[*]c1n[n-]c([*])n1,33
[*]C1([*])CCCC([*])([*])C1,36
[*]C1C2CCC(C2)N1[*],43
[*]C1=CNC(=[*])N([*])C1[*],38
[*]C1CCC([*])([*])C([*])([*])C1,36
[*]C1=C([*])[NH2+]CCC([*])N1,44
[*]C1CN([*])C(=[*])C(=[*])O1,39
[*]=C1C2CC3CC(C2)CC1C3,60
[*]C1CC(=[*])CC[NH+]1[*],37
[*]C1=NC(=[*])NC(=[*])C1=[*],38
[*]C([*])([*])O,14
[*]C1C2CCCC1C2[*],42
[*]C1CSC(=[*])S1,50
[*]N([*])[O-],15
[*]C1=C([*])SC([*])=C([*])S1,56
[*]C1=CN([*])C(=[*])S1,41
[*]C1=CC([*])C([*])C([*])([*])C1([*])[*],36
[*]N1C(=[*])C(=[*])C(=[*])CC1([*])[*],37
[*]C1=C([*])C([*])SC1=[*],40
[*][NH2+]C([*])=[*],13
[*][N+]1=[N+]([*])C([*])([*])C2CCC1([*])CC2,56
[*]C1=NC([*])N([*])C(=[*])N1,39
[*]C1C(=[*])C(=[*])C(=[*])N1[*],31
[*]N1CCNC(=[*])C1([*])[*],38
[*]C1=C([*])C([*])([*])C(=[*])C1=[*],30
[*]C1([*])CCCC1([*])[*],30
[*]C1([*])C(=[*])CCC(=[*])C1=[*],36
[*]c1ncccn1,38
[*]C1CC2CCC1([*])C2([*])[*],42
[*]=C1NC(=[*])C(=[*])C(=[*])OC1=[*],45
[*]C1CCC([*])C1,30
[*]C1=[NH+]CN([*])CN1,39
[*]C1=C([*])C(=[*])C(=[*])C([*])([*])N1,37
[*]C1OC([*])([*])OC1[*],34
[*]C1=NC([*])=C([*])C(=[*])N1,38
[*]N1CCC(=[*])C1,31
[*]c1cnc([*])s1,41
[*]c1[nH+]c([*])c([*])c([*])c1[*],37
[*]N1CCNC(=[*])C(=[*])C1,44
[*]C1=C([*])C(=[*])N([*])C(=[*])C1=[*],37
[*]C1=NC(=[*])SN1[*],42
[*]=c1nn[nH]c1=[*],33
[*]C1=CN=NC(=[*])C1[*],38
[*]C1NC(=[*])N([*])C(=[*])C1[*],38
[*]c1cnoc1,33
[*]C1=NC(=[*])C(=[*])OC1([*])[*],39
[*]C1=CC([*])=NC(=[*])[N-]1,38
[*]C1=C([*])C([*])N=[NH+]1,32
[*]N1CCCO1,33
[*]C1=C([*])N([*])C(=[*])NC1=[*],38
[*]C1=NNC([*])C1,32
[*]C1([*])NC(=[*])NC1=[*],32
[*]C1=NN([*])C([*])([*])C1,32
[*]C1=C([*])N([*])C([*])=C([*])O1,39
[*]C1CCCC[NH+]([*])C1,43
[*]C1SCC(=[*])N1[*],41
[*]N1CC(=[*])C1,25
[*]C1CN([*])C([*])([*])C1[*],31
[*]C1N=NC(=[*])NC1=[*],39
[*]C1CC[NH+]1[*],25
[*]C1CCSCC([*])[NH2+]1,53
[*]C1([*])CC(=[*])C(=[*])C1,30
[*]C1=CC(=[*])CC([*])([*])C1,36
[*]C1=NC(=[*])CS1,41
[*]c1nc(=[*])oc1=[*],33
[*]C1=C([*])C([*])([*])C([*])C(=[*])N1,37
[*]C1=NNC(=[*])CC1[*],38
[*]C1CS(=[*])CC([*])[NH2+]1,47
[*]c1cccc([*])[nH+]1,37
[*]C1CC([*])([*])NO1,33
[*]CP([*])([*])=[*],21
[*]c1ccnnc1,38
[*]N1CCSSCCN1[*],70
[*]C1NC(=[*])C(=[*])NCC1([*])[*],44
[*]C1=C([*])C([*])([*])N([*])C([*])C1,37
[*]C1=C([*])C([*])N([*])[NH2+]1,32
[*]C1([*])COCCC(=[*])N1,45
[*]C1CC([*])([*])NC1=[*],31
[*]C1=NC(=[*])C([*])([*])O1,33
[*]C1=NN([*])C([*])[NH2+]C1[*],39
[*]C1C=CC=CC1[*],36
[*]N1CCCSCC1,53
[*]C1=C([*])CSCC1,46
[*]C1=NN([*])C(=[*])N([*])C1[*],39
[*]C1=C([*])C([*])CC(=[*])C1=[*],36
[*]C1C2CCC(C2)C1[*],42
[*]N1NC(=[*])C(=[*])C(=[*])C1=[*],38
[*]C1([*])CCSC1,40
[*]C1NCCO1,33
[*]N1C(=[*])C(=[*])N([*])C1=[*],32
[*]C1[NH2+]C([*])C([*])([*])C1[*],31
[*]N1CCSCC1=[*],47
[*]C1C(=[*])C(=[*])OC(=[*])C(=[*])C1[*],44
[*]C1=NN([*])C(=[*])SC1[*],48
[*]CCl,23
[*]N1C=[NH+]C(=[*])C(=[*])C1,38
[*]c1nc([*])c([*])o1,33
[*]C1OC(=[*])C([*])([*])C1[*],32
[*]c1cscc1[*],40
[*]N1C([*])([*])CCC1([*])[*],31
[*]c1cncn1[*],32
[*]C1CCN([*])C1=[*],31
[*]C1=CC([*])C([*])O1,32
[*]C1C(=[*])CCC(=[*])C1=[*],36
[*]OS([*])=[*],24
[*]C1([*])C(=[*])C2C=CC1C=CC2,54
[*]C12CCC([*])(CC1)CC2,48
[*]C1=NNC(=[*])C([*])S1,48
[*]C1CC(=[*])C(=[*])C(=[*])N1,37
[*]C1C(=[*])C=CS(=[*])(=[*])C1[*],46
[*]C1C([*])N([*])C(=[*])C(=[*])N1[*],38
[*]c1cc(=[*])c(=[*])c([*])[n+]1[*],37
[*]C1CC[NH+]([*])C1[*],31
[*][NH+]1CCS(=[*])(=[*])CC1,47
[*]N1C2CC[NH2+]CC1CC2,56
[*]C1=CC([*])[NH+]=N1,32
[*]C1CCC([*])C([*])C1[*],36
[*]C1([*])CCC([*])([*])O1,32
[*]C1COCC1([*])[*],32
[*]c1[nH]c(=[*])c(=[*])[nH+]1,32
[*]CC#[*],12
[*]C1NCN([*])C1[*],32
[*]C1CC(=[*])C(=[*])C([*])O1,38
[*]C1=CC([*])CC([*])C1([*])[*],36
[*]C1CCC(=[*])C(=[*])C1[*],36
[*]C1=NC([*])([*])NC1=[*],32
[*]C1=C([*])C([*])NC1=[*],31
[*]c1cn[nH]c1,32
[*]N1CNC(=[*])N([*])C1,39
[*]C1=NC(=[*])C([*])([*])C([*])=N1,38
[*]C1CC2CCC(C1[*])[NH+]2[*],49
[*]C1OC(=[*])C([*])C1[*],32
[*]c1nnc([*])c([*])c1[*],38
[*]C1OCC(=[*])C1[*],32
[*]C1C(=[*])C=CC([*])([*])C1[*],36
[*]N1C(=[*])C(=[*])C(=[*])C1([*])[*],31
[*]C1=NN=CC1,32
[*]c1cccc([*])c1[*],36
[*]S(=[*])C,22
[*]C1NC(=[*])CN([*])C1[*],38
[*]C1C[NH+]([*])C([*])([*])CO1,39
[*]N1C(=[*])C2CCC1C[NH+]([*])C2,56
[*]C1=C([*])C([*])([*])C(=[*])CC1,36
[*]c1nn([*])c([*])c1[*],32
[*]N1CC(=[*])C(=[*])CC1=[*],37
[*]C1C(=[*])NC(=[*])C(=[*])CN1[*],44
[*]C1C([*])C([*])([*])C([*])C(=[*])C1([*])[*],36
[*]c1nc([*])c([*])nc1[*],38
[*]C1=NC([*])=NN([*])C1,39
[*]C1C([*])([*])C(=[*])C(=[*])C(=[*])C1([*])[*],36
[*]CF,15
[*]C1=CC=C([*])C(=[*])C=C1,42
[*]c1cc(=[*])c(=[*])cn1,37
[*]C1=C([*])C([*])([*])OC1([*])[*],32
[*]c1cc[n+]([*])c([*])c1[*],37
[*]C1C([*])C2C(=[*])C=CC1N2[*],49
[*]C1=C([*])N([*])CCC1[*],37
[*]C1CCNC([*])C1,37
[*]C1OCC(=[*])C(=[*])CO1,46
[*]C1CN([*])C(=[*])N([*])C1,38
[*]C1C(=[*])C(=[*])C(=[*])C(=[*])C1[*],36
[*]C1=C([*])C(=[*])C(=[*])C[N+]([*])([*])C1,43
[*]C1CC[NH+]([*])C([*])C1,37
[*]C1=C([*])SC(=[*])S1,50
[*]C1=[NH+]C([*])([*])CC(=[*])C1=[*],37
[*]C1NN([*])C=CC1=[*],38
[*]C1C(=[*])CC[NH2+]C1([*])[*],37
[*]C1CC([*])N([*])C1=[*],31
[*]ON,15
[*]C1C(=[*])NN([*])C(=[*])C1[*],38
[*]C1=CCOC1=[*],32
[*]C1CCC[NH2+]C1[*],37
[*]C1=NC=NC1[*],32
[*]=C1CCC(=[*])CC1,36
[*]C1C(=[*])C([*])([*])C([*])C([*])([*])C1=[*],36
[*]C1=C([*])S(=[*])(=[*])C(=[*])C(=[*])N1[*],47
[*]C1=C([*])C([*])=C([*])C(=[*])N1,37
[*]c1cc([*])c([*])[n+]([*])c1[*],37
[*]C1CC(=[*])C(=[*])OC1([*])[*],38
[*]C1=NC([*])NC([*])=C1[*],38
[*]C1=C([*])OC(=[*])N([*])C1,39
[*]C1CC([*])([*])C([*])([*])C1,30
[*]C1N([*])C(=[*])CS1(=[*])=[*],41
[*]C1C(=[*])CC([*])C([*])C1=[*],36
[*]C1=C([*])C(=[*])N([*])N1,32
[*]C1([*])C2C(=[*])C(=[*])C1C(=[*])C2=[*],42
[*]C1CS(=[*])C([*])C[NH2+]1,47
[*][NH+]1CCCOC1,39
[*]C1=C([*])C(=[*])NC(=[*])N1,38
[*]C1C(=[*])C(=[*])CC([*])([*])C1[*],36
[*]C1NC([*])([*])C([*])C1[*],31
[*]C1=NN([*])C(=[*])CN1,39
[*]N1C(=[*])NC(=[*])NC1([*])[*],39
[*]N1NC(=[*])N([*])C1=[*],33
[*]C1=NC(=[*])C([*])([*])N1,32
[*]C1CCC([*])C([*])C1=[*],36
[*]C1=CC([*])OC(=[*])C1=[*],38
[*]C1=NCN([*])C(=[*])C1=[*],38
[*]C1CCCC[N+]1([*])[*],37
[*][N+]1([*])CCOCC1,39
[*]C1=C([*])C([*])C(=[*])OC1=[*],38
[*]C1CCC(=[*])C([*])C([*])C1=[*],42
[*]C1([*])CCNC(=[*])O1,39
[*]C(=[*])C,12
[*]N1CCC(=[*])CC1,37
[*][NH+]1CC2([*])CC1CC([*])([*])C2,49
[*]C1=C([*])C([*])CC(=[*])N1,37
[*]N1C(=[*])CC(=[*])NC1=[*],38
[*]C1([*])C([*])([*])C1([*])[*],18
[*]N1CCN([*])C([*])([*])C1,38
[*]c1nc(=[*])c(=[*])o1,33
[*]C([*])([*])[O-],14
[*]=C1SC(=[*])C(=[*])S1,50
[*]C1CN([*])C(=[*])C(=[*])NC1=[*],44
[*]C1=NC([*])([*])C([*])([*])C1[*],31
[*]c1c[nH]cc1[*],31
[*]C1N2CC3([*])CN1CC([*])(C2)C3([*])[*],62
[*]C1=COC(=[*])N1[*],33
[*]C1=CCCCO1,38
[*]N1N=C[N-]C1=[*],33
[*]CO,14
[*]c1cc([*])c([*])s1,40
[*]N1CCNC1=[*],32
[*]NN([*])[*],14
[*]c1cc[n+]([*])c([*])c1,37
[*]C1CN([*])CC[NH+]([*])C1,44
[*]C1CC(=[*])C(=[*])O1,32
[*]c1nc([*])[o+]c([*])n1,40
[*]C1=C([*])NC([*])CC1,37
[*]C1CSC(=[*])C([*])C1[*],46
[*]c1ccc([*])[nH+]c1,37
[*]C1OC(=[*])C(=[*])C1[*],32
[*]c1cc([*])[n+]([*])c([*])c1,37
[*]C1C(=[*])NCC([*])[NH+]([*])C1[*],44
[*]C1SCCN([*])C1[*],47
[*]C1=C([*])C([*])C([*])C([*])([*])C1,36
[*]C1=NC([*])NC1[*],32
[*]C1CC(=[*])C([*])([*])C([*])([*])C1[*],36
[*]C1C=NC([*])O1,33
[*]C1CNC(=[*])C(=[*])C[NH2+]1,44
[*]c1c[nH+]c([*])c([*])c1,37
[*]C1CN([*])C(=[*])C(=[*])C[NH+]1[*],44
[*]C1CCC([*])([*])N([*])C1,37
[*]C1=CCC([*])C([*])([*])C1([*])[*],36
[*]c1sc(=[*])c(=[*])[n+]1[*],41
[*]c1cnnn1[*],33
[*]C1CC(=[*])C([*])CO1,38
[*]c1c[nH+]c([*])c([*])c1[*],37
[*]C1=C([*])N([*])CCS1,47
[*]C([*])=[NH2+],13
[*]C1=NC(=[*])C(=[*])C([*])=NN1,45
[*]C1C([*])C([*])([*])N([*])C1([*])[*],31
[*]C1=C([*])C([*])C([*])C(=[*])N1,37
[*]C1=CCN([*])C(=[*])S1,47
[*]N1C(=[*])SCC1([*])[*],41
[*]C1=[NH+]C(=[*])C([*])=C([*])N1[*],38
[*]N1CC2CC(=[*])N([*])C(C2)C1,56
[*]C1CCCCN([*])C1,43
[*]c1cc[nH+]cc1[*],37
[*]C1NSC(=[*])C1=[*],41
[*]C1=NC(=[*])C([*])([*])C1[*],31
[*]C1CNC(=[*])N1,32
[*]C1SC(=[*])C([*])C([*])C1[*],46
[*]C1=NNC(=[*])S1,42
[*]C1CC([*])([*])CC([*])([*])C1,36
[*][N-]S([*])(=[*])=[*],23
[*]C1C=CCC([*])C1([*])[*],36
[*]c1cc(=[*])nc([*])c1=[*],37
[*]N1CC(=[*])NC(=[*])C1=[*],38
[*]C1=NC([*])NC([*])C1,38
[*]C1C(=[*])OC(=[*])C1=[*],32
[*]N1CC(=[*])NC(=[*])C(=[*])C1,44
[*]N1C=CC=NC1=[*],38
[*]C1NCCNC1=[*],38
[*]C1=C([*])C(=[*])NC(=[*])C1,37
[*]C1C[NH2+]CC1[*],31
[*]c1cnc(=[*])c(=[*])c1[*],37
[*]C1N([*])CC=[N+]1[*],32
[*]C=[NH+][*],13
[*]C1=C([*])C[NH2+]CCC1,43
[*]=CBr,41
[*]C1=C([*])OCN([*])C1,39
[*]CS,22
[*]C([*])[PH+]([*])[*],21
[*]=C1COCCN1,39
[*]C1=C([*])C(=[*])C=CO1,38
[*]=C1CCCCC(=[*])C1=[*],42
[*][NH+]1C([*])([*])CC([*])([*])NC1([*])[*],38
[*]C1N([*])C(=[*])C(=[*])CC1([*])[*],37
[*]NS([*])=[*],23
[*]C1=C([*])C(=[*])C(=[*])OC1=[*],38
[*]N1CCS(=[*])(=[*])C([*])([*])C1,47
[*]C1=CCC2([*])COC([*])C1C2,56
[*]C1C2=CC=CC=C1CCCC2,66
[*]N1CCCS1(=[*])=[*],41
[*]C([*])([*])[S-],22
[*]C1=CNNC1=[*],32
[*]C1=NC(=[*])C(=[*])C(=[*])N1,38
[*]OC([*])[*],14
[*]C1C2NC(=[*])NC1([*])OC(=[*])C2=[*],58
[*]C1C(=[*])N([*])C(=[*])N([*])C1[*],38
[*]=c1ccsc1=[*],40
[*]c1c[n+]([*])cc(=[*])c1=[*],37
[*]C1([*])CC([*])([*])C(=[*])O1,32
[*]C1C(=[*])C(=[*])C(=[*])S1(=[*])=[*],40
[*]C1=NC(=[*])C([*])=C([*])N1,38
[*]C1([*])COC(=[*])C(=[*])OC1,46
[*]C1=NC(=[*])SC1,41
[*]C1[NH+]=NC(=[*])O1,34
[*]C1C=CC[NH2+]1,31
[*]C1=CC([*])C([*])S1,40
[*]C1CCC2CN1C(=[*])N2[*],50
[*]N1CC2CCC(C1)[NH+]([*])C2,56
[*]c1cc([*])n([*])[nH+]1,32
[*]C1=CN=C([*])C1=[*],31
[*][NH+]1CC=CCC1,37
[*]c1c([*])c([*])c([*])c([*])c1[*],36
[*]C1=NN([*])C(=[*])SC1=[*],48
[*]C1CCN([*])C(=[*])CC1[*],43
[*]C1=C([*])C([*])OC(=[*])C1=[*],38
[*]C1CCCCCCC1([*])[*],48
[*]N1C(=[*])CC([*])([*])C1=[*],31
[*]C1CCCCCN([*])C1[*],49
[*]C1CCC[NH2+]C1,37
[*]C([*])([*])Br,41
[*]C1CCC(=[*])C(=[*])O1,38
[*]C1C2CC3CC1CC([*])(C3)C2,60
[*]C1NC(=[*])C(=[*])C(=[*])C([*])C1([*])[*],43
[*]C1=C([*])CC([*])CC1,36
[*]C1=NCC([*])C1[*],31
[*]C1=[N+]([*])C([*])([*])C([*])([*])N1,32
[*]C1=CN([*])C=NC1=[*],38
[*]C1=C([*])C([*])([*])C(=[*])C(=[*])C1=[*],36
[*]C1C(=[*])NCC[NH+]1[*],38
[*]C1C(=[*])C(=[*])N=CN1[*],38
[*]C1=C([*])C([*])C([*])[NH2+]C1,37
[*]=C1CS(=[*])CC1=[*],40
[*]C1C[NH2+]C([*])O1,33
[*]=c1cnc(=[*])c(=[*])c1=[*],37
[*]C1=NNC(=[*])C([*])C1[*],38
[*]C1[NH+]=NC(=[*])C(=[*])C1=[*],38
[*]C1CCNC(=[*])C(=[*])N1[*],44
[*]c1cc([*])nc([*])n1,38
[*]c1c[nH]c([*])[nH+]1,32
[*]c1ccc([*])c([*])c1[*],36
[*]C1C[NH+]([*])C([*])CN1,38
[*]C1=C([*])[N+]([*])=C([*])C([*])C1[*],37
[*]C1CS(=[*])CCN1,47
[*]C1([*])CCC(=[*])C1([*])[*],30
[*]c1cnc([*])n1[*],32
[*]N[NH+]=[*],14
[*][NH+]1CCCSCC1,53
[*]N1CCNC(=[*])CC1,44
[*]C1=C([*])OCC1,32
[*]C1=NNC(=[*])NC([*])=C1[*],45
[*]C1C2CCC(C2)[NH+]1[*],43
[*]c1ncco1,33
[*]C1COC([*])O1,34
[*]C1([*])OC(=[*])C(=[*])NC1=[*],39
[*]C1CC(=[*])C([*])C(=[*])C1,36
[*]C1NNC([*])O1,34
[*]C1=C([*])CNCC1,37
[*]C1C(=[*])NC(=[*])C(=[*])N1[*],38
[*]N1C=NC(=[*])C(=[*])C1=[*],38
[*]C1=C([*])C([*])=C([*])C([*])S1,46
[*]C1=CC([*])NO1,33
[*]C1CCN([*])CC[NH+]1[*],44
[*]C1N([*])C([*])C([*])([*])S1=[*],41
[*]C1=CC([*])C([*])C([*])C1[*],36
[*]C1CC(=[*])C(=[*])NC1=[*],37
[*]=CC,12
[*]n1cnc(=[*])c1=[*],32
[*]C1C(=[*])OCCN1[*],39
[*]C1=NC([*])C(=[*])C([*])=C1[*],37
[*]C1=NC([*])CC(=[*])N1,38
[*]C1=C([*])C([*])C(=[*])C([*])O1,38
[*]c1cn([*])cc1[*],31
[*]C1C[NH2+]CC([*])C1,37
[*]C1=NC(=[*])C([*])([*])C1,31
[*]C1CC(=[*])CCC1([*])[*],36
[*]C1=[NH+]CCCCN1,44
[*]C1=C([*])CCC1,30
[*]C1=[NH+]C([*])([*])CS1,41
[*]C1C[NH+]([*])CCNC1=[*],44
[*]N1C(=[*])C[N+](=[*])C(=[*])C1([*])[*],38
[*]C1=CCC([*])[NH2+]C1[*],37
[*]C1=CNC(=[*])C=C1[*],37
[*]C1OCCN1[*],33
[*]C1C(=[*])C(=[*])C(=[*])C([*])C1([*])[*],36
[*]C1NC(=[*])CC(=[*])N1[*],38
[*]C1=C([*])C([*])CC([*])N1,37
[*]NO,15
[*]C1=C([*])CC([*])([*])N([*])C1,37
[*]C1([*])CCCCCC1,42
[*]C1CC([*])([*])CN1[*],31
[*]C1=[NH+]C(=[*])N([*])C(=[*])C1=[*],38
[*]C1C(=[*])NCC1([*])[*],31
[*]C1=C([*])N([*])C[NH+]([*])C1,38
[*]N1CCSCC1,47
[*]C1=C([*])N([*])C(=[*])C(=[*])N=C1,44
[*]C1=NN=C([*])C1[*],32
[*]c1ccnc([*])c1[*],37
[*]C1=CC([*])=C([*])CCN1[*],43
[*]=NN,14
[*][NH+]1CCC([*])([*])C(=[*])C(=[*])C1,43
[*]C1=CC=CCN1[*],37
[*]C1=COCCC1,38
[*]C1=C([*])C([*])SC1[*],40
[*]C1CC2CCCC(C1)C2=[*],54
[*]C1=CC[NH+]([*])CC1[*],37
[*]C1=NC([*])C=N1,32
[*]N1C(=[*])CSC(=[*])C1=[*],47
[*]C1OCC([*])([*])C([*])O1,40
[*]C1CC(=[*])NN1[*],32
[*]C1=[NH+]C([*])=C([*])C([*])N1[*],38
[*]N1NC([*])([*])CC1([*])[*],32
[*]C1=CS(=[*])(=[*])C=C1[*],40
[*]C1C=CC([*])S1,40
[*]C1CCN([*])N1[*],32
[*]c1[nH][nH+]c([*])c1[*],32
[*]C1=CC([*])=C([*])N([*])C1=[*],37
[*]C1=COC([*])([*])C1,32
[*]C1=C([*])C([*])C[NH+]([*])C1,37
[*]C1C=CNC(=[*])C1[*],37
[*]C1=NN([*])P([*])(=[*])C1=[*],41
[*]C1NCC(=[*])C(=[*])NC1=[*],44
[*]c1ccon1,33
[*]C1=NC([*])CS1,41
[*]C1CC([*])ON1,33
[*]C1NC(=[*])C([*])([*])N([*])C1=[*],38
[*]C1([*])C=CC(=[*])C(=[*])O1,38
[*]C1([*])CCNC1([*])[*],31
[*]C1=C([*])COC1,32
[*]C1=C([*])S(=[*])(=[*])C(=[*])C1=[*],40
[*]c1nc[nH+]c([*])c1[*],38
[*]C1CCCC(=[*])N1[*],37
[*]C1=C([*])C([*])([*])C([*])C([*])CC1,42
[*]C1C2CN3CCN(C2)CC1([*])C3,68
[*]C1C2CC[NH+](CC2)C1[*],49
[*]C1OC(=[*])CN([*])C1[*],39
[*]C1CCNC1,31
[*]c1coc([*])n1,33
[*]C([*])S([*])=[*],22
[*]C12CCC([*])(C(=[*])C1)C2([*])[*],42
[*]N1C(=[*])OC([*])([*])C1([*])[*],33
[*]C1CN([*])C(=[*])C1=[*],31
[*][NH+]1CCC2CCC(C2)C1,55
[*]C1=C([*])CN([*])C1,31
[*]C1CN([*])C(=[*])C(=[*])CN1[*],44
[*]C1CN([*])C(=[*])C(=[*])C1[*],37
[*]C1=CC([*])C([*])([*])C([*])C1=[*],36
[*]C1CC(=[*])C([*])C([*])([*])N1[*],37
[*]N1CC[NH2+]CC1=[*],38
[*]C1C(=[*])C2C=CC(CC2)C1[*],54
[*]C([*])([*])[NH3+],13
[*]C1CC([*])C([*])C([*])([*])C1=[*],36
[*]C1=CC([*])=[NH+]CN1[*],38
[*]C1CCCN([*])C1[*],37
[*]C1=C([*])OC(=[*])C([*])C1,38
[*]C1=C([*])C(=[*])C(=[*])C1=[*],30
[*]N1C(=[*])C(=[*])S(=[*])C(=[*])C1=[*],47
[*]N1CCNC(=[*])C1=[*],38
[*]C1[NH2+]CCC([*])([*])C1[*],37
[*]c1cc([*])nc([*])n1,38
[*]C1=NC(=[*])C(=[*])CC1[*],37
[*]N1C(=[*])C(=[*])OC(=[*])C1=[*],39
[*]C1=COC([*])C([*])C1=[*],38
[*]C1CC(=[*])C([*])([*])C1[*],30
[*]C1=NC(=[*])C(=[*])NC([*])([*])C1,44
[*]C1=NC([*])=C([*])C([*])N1[*],38
[*]C1CC(=[*])N([*])C(=[*])N1,38
[*]=C1CO1,20
[*]C1CCC2SC1CCC2[*],64
[*]C1NC([*])C2COCC1C2=[*],57
[*]=[O+]C,14
[*]C1CCC([*])C([*])C1,36
[*]C1CN([*])CC([*])([*])O1,39
[*]C1CC(=[*])NC([*])([*])C(=[*])N1[*],44
[*]C1C(=[*])NC(=[*])C([*])C1([*])[*],37
[*]C1CN([*])N=N1,33
[*]C=[N+]([*])[*],13
[*]C1CCC([*])([*])C(=[*])C1=[*],36
[*]C1=CC(=[*])N=C([*])N1,38
[*]C1C2CCC(O2)C1[*],44
[*]C1=CC=C([*])C(=[*])C([*])=C1,42
[*]C1=C([*])C([*])([*])C([*])([*])N1,31
[*]c1cnoc1[*],33
[*]C1C(=[*])C(=[*])CCC(=[*])C1=[*],42
[*]=C1CSC(=[*])N1,41
[*]=C1CCCCN1,37
[*]C1=NC(=[*])C(=[*])NC([*])C1[*],44
[*]C1=NC(=[*])N([*])C([*])C1=[*],38
[*]C1C=NN([*])C1,32
[*]C1=NC([*])C(=[*])C(=[*])NC1=[*],44
[*]C1C([*])S(=[*])(=[*])CS(=[*])(=[*])C1[*],56
[*]C1CN([*])C(=[*])C(=[*])[NH+]([*])C1,44
[*]C1=CCNN1[*],32
[*]C1=NC([*])([*])CC([*])=C1[*],37
[*]C1OCCCO1,40
[*]c1nn[nH]c1[*],33
[*]c1cnccn1,38
[*]C1=NOC([*])([*])N1,34
[*]C1=C([*])S(=[*])(=[*])CC1,40
[*]C1OC([*])([*])N([*])C1[*],33
[*]C1[NH+]=NC(=[*])S1,42
[*]C1CC(=[*])NCCS1,53
[*]C1=CC([*])=C([*])C(=[*])N1,37
